id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35797,Villa Dante,153786,Dici,,Cuajimalpa de Morelos,19.38399,-99.27335,Entire home/apt,4019,1,0,,,1,364
44616,CONDESA HAUS  B&B,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41006,-99.17645,Entire home/apt,8286,1,49,2020-10-25,0.44,10,364
56074,Great space in historical San Rafael,265650,Maris,,Cuauhtémoc,19.43778,-99.15549,Entire home/apt,650,4,60,2019-07-24,1.59,2,0
58955,Entire beautiful duplex in la Roma,282620,Laura,,Cuauhtémoc,19.42292,-99.15775,Entire home/apt,1447,15,42,2020-01-31,0.38,1,0
61792,Spacious Clean Quiet room (own bath) in la Condesa,299558,Roberto,,Cuauhtémoc,19.41259,-99.17959,Private room,1206,2,52,2019-11-03,1.36,2,0
67703,"2 bedroom apt. deco bldg, Condesa",334451,Nicholas,,Cuauhtémoc,19.41375,-99.17028,Entire home/apt,1909,4,39,2019-02-24,0.35,2,299
70644,Beautiful light Studio Coyoacan- full equipped !,212109,Trisha,,Coyoacán,19.35601,-99.16167,Entire home/apt,1185,10,102,2020-03-09,0.95,3,139
107078,NEW  DESIGNER LOFT,540705,Andrea,,Miguel Hidalgo,19.4313,-99.19438,Entire home/apt,3576,4,10,2019-10-05,0.18,2,334
131610,MARIA DEL ALMA,647454,Fernando,,Coyoacán,19.35266,-99.16338,Private room,1366,1,0,,,3,0
165772,BEST 4BR 4 BH HOUSE IN S. MIGUEL CHAPULTEPEC,790208,Francisco Carlos Y Maria Jose,,Miguel Hidalgo,19.40675,-99.18798,Entire home/apt,4019,2,267,2020-11-03,2.33,4,338
171109,Cool room near WTC and Metrobus,816295,Carlos,,Benito Juárez,19.39549,-99.17616,Private room,249,4,71,2020-11-06,0.86,2,364
180808,"Huge Luxurious Suite 70's style, perfectly located",36836,Roberto,,Cuauhtémoc,19.4239,-99.1689,Entire home/apt,1507,3,35,2019-11-18,0.33,1,365
187030,Colorful and spacious Apt. Family favorite,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,1115,3,97,2019-09-29,0.87,4,166
187745,Extraordinarily Spacious Apt. in Condesa,899360,Julian,,Cuauhtémoc,19.41057,-99.1773,Entire home/apt,1734,2,24,2018-01-03,0.28,4,51
198778,Smack in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.41395,-99.17948,Entire home/apt,804,2,170,2020-12-09,1.50,3,317
204887,"Traditional neighborhood: Escandón, Condesa & Roma",998053,MaryJo,,Miguel Hidalgo,19.40409,-99.17731,Entire home/apt,800,3,26,2020-03-24,0.25,1,364
217685,"Condesa, one of the best zones.",184410,Veronica,,Cuauhtémoc,19.40454,-99.1715,Entire home/apt,603,7,8,2020-08-04,0.11,1,207
246057,HIP APARTMENT IN ZONA ROSA!! SUPER LOCATION!!,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.42373,-99.1714,Entire home/apt,904,1,247,2020-02-17,2.22,2,363
247543,"Independent studio, top location",1297488,Petra,,Cuauhtémoc,19.43516,-99.13806,Private room,603,3,80,2020-02-24,0.73,3,357
252618,"""Chavela"" Private & Furnished Room",1326107,Jacqueline,,Cuauhtémoc,19.41328,-99.15513,Private room,298,5,16,2017-09-30,0.15,4,0
255354,Tours in Mexico city,855066,Andrea,,Azcapotzalco,19.49886,-99.19172,Private room,663,1,10,2019-06-14,0.39,1,0
256555,GREAT HOUSE IN S MIGUEL CHAPULTEPEC,790208,Francisco Carlos Y Maria Jose,,Miguel Hidalgo,19.40631,-99.18691,Entire home/apt,4019,2,269,2020-11-24,2.45,4,338
261897,Charming 1BR flat in Roma/Condesa,1373924,Eric,,Cuauhtémoc,19.41835,-99.17363,Entire home/apt,1163,3,354,2020-10-29,3.24,1,63
271048,Great location in Mexico City!,1417206,Ma. Carmen,,Miguel Hidalgo,19.42686,-99.17838,Entire home/apt,1959,5,13,2018-02-01,0.12,1,298
276504,High End Condo with golf package,1444589,Michael,,Iztacalco,19.38258,-99.12736,Entire home/apt,2009,7,0,,,1,365
281134,COOL PENT HOUSE APARTMENT @CONDESA,196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41125,-99.17634,Hotel room,1725,1,7,2019-10-05,0.10,10,358
287940,Furnished lovely cozy studio,1497087,Penelope,,Cuauhtémoc,19.41247,-99.17485,Entire home/apt,603,1,297,2020-12-02,3.31,10,357
291804,A nice room with great location,1511568,Luis Ernesto,,Benito Juárez,19.36294,-99.15415,Private room,603,2,0,,,1,365
298873,"The ""home"" feeling in Mexico City!",1539548,Paulina,,Cuauhtémoc,19.43327,-99.14527,Entire home/apt,1507,3,120,2019-11-03,1.13,1,357
312773,Perfect parkfront apt full of light,1608293,Mariel,,Benito Juárez,19.40042,-99.14807,Entire home/apt,1406,3,35,2015-07-14,0.33,2,90
323030,Comfy in the Middle of La Condesa,970609,Morgana & Omar,,Cuauhtémoc,19.4157,-99.17747,Entire home/apt,804,2,177,2020-11-14,1.66,3,267
324769,2Room new apartment in modern complex,1661848,David,,Miguel Hidalgo,19.45809,-99.19258,Entire home/apt,643,2,35,2019-07-28,0.38,1,359
325812,"Confortable private room, downtown Mexico City.",1666388,Angeles (Anjali),,Cuauhtémoc,19.43453,-99.14675,Private room,583,3,107,2020-09-19,1.28,1,365
326296,WONDERFUL ROOM IN COYOACAN HOUSE,1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,301,2,191,2020-10-01,2.01,2,332
326475,Contemporary chic apartment- Top location,1670032,Isabel,,Cuauhtémoc,19.41297,-99.15735,Entire home/apt,1020,7,95,2020-11-30,1.38,1,38
329532,Stay at a meditation center,1681966,Ra Fa El -- Nahui Cuauhtli,,Cuauhtémoc,19.41007,-99.13434,Private room,402,22,0,,,2,0
329776,Habitación Verde.,1683373,Miguel,,Tlalpan,19.27428,-99.1781,Private room,281,2,15,2019-05-31,0.36,5,363
331788,"CONDESA COZY, COMFORTABLE APARTMENT",1691633,Sandro & Ines,,Cuauhtémoc,19.41942,-99.17373,Entire home/apt,1547,3,337,2020-03-07,3.15,1,114
347754,Great Place to stay,1762542,Rosario,,Coyoacán,19.35179,-99.14956,Private room,804,1,0,,,1,0
350079,beautiful furnished room Rome area,1773936,Elizabeth,,Cuauhtémoc,19.40421,-99.16553,Private room,1105,5,0,,,1,365
357324,Recámara luminosa y jardín,1808252,Sara,,Miguel Hidalgo,19.40215,-99.24135,Private room,2009,1,0,,,1,365
362583,Modern 2 Bedroom Apt. Near Reforma,1832239,Maria  & Jennifer,,Cuauhtémoc,19.42947,-99.17083,Entire home/apt,1306,2,18,2020-01-03,0.19,1,344
370092,Condesa Roma WTC Studio Maximum Covd Protection,618769,Ricardo,,Miguel Hidalgo,19.40011,-99.17066,Entire home/apt,499,1,314,2020-12-06,2.96,2,328
373792,"Great Accommodation in Condesa , modern , secure",1821523,Jorge,,Cuauhtémoc,19.41182,-99.17399,Private room,904,2,11,2017-12-04,0.10,1,364
375032,DISTRITO CONDESA B&B  relax enjoy,1886913,Distrito Condesa,,Cuauhtémoc,19.40746,-99.17482,Private room,1350,1,45,2020-01-30,0.43,10,365
382712,SALUDOS MI NOMBRE ES FERNANDO,1918084,Fernando,,Azcapotzalco,19.45803,-99.17289,Private room,700,1,0,,,1,365
382904,Cute Sofa Bed in South Mexico City,1915348,Lucrecia,,Benito Juárez,19.36905,-99.18303,Shared room,1005,1,0,,,1,0
386265,"Room in colonial, green, enjoyable COYOACAN",1933252,Esther,,Coyoacán,19.34303,-99.15425,Private room,294,3,9,2020-01-21,0.11,2,357
395446,Colorfull  Mid-Century inspired apartment.,899360,Julian,,Cuauhtémoc,19.41068,-99.17732,Entire home/apt,2070,3,12,2016-10-20,0.12,4,299
419110,Comfy clean Roøm @Cozy apartment,2084312,Sara,,Cuauhtémoc,19.41238,-99.17722,Private room,663,3,53,2019-11-04,0.98,1,0
422159,"Nice Studio, 50 mts of terrace.",2099653,Antonio,,Benito Juárez,19.38942,-99.1358,Private room,360,3,8,2019-11-03,0.22,5,355
454077,Explore the City's Historic Center,2256144,Fernanda,,Cuauhtémoc,19.42577,-99.13721,Private room,502,1,2,2017-09-16,0.03,1,365
454693,"Condesa, ideal location apartment",1601561,Sylvia Eugenia,,Cuauhtémoc,19.40618,-99.17342,Entire home/apt,1292,14,222,2020-11-14,2.16,1,264
456242,Nice and cozy room with terrace!!!!,1767559,Anna,,La Magdalena Contreras,19.33021,-99.21677,Private room,804,3,2,2015-07-08,0.03,2,358
456409,habitación privada cerca de polanco,2269083,Alondra,,Miguel Hidalgo,19.44338,-99.18841,Private room,201,2,44,2017-03-20,0.43,5,293
456461,Lit room with balcony new Polanco,2269083,Alondra,,Miguel Hidalgo,19.44496,-99.18658,Shared room,301,2,61,2016-01-08,0.59,5,141
458808,Departamento  Roma/Norte sanitizado,2281290,Suites,,Cuauhtémoc,19.42675,-99.1613,Entire home/apt,563,1,18,2020-12-04,0.29,46,364
486913,bien ubicado📍luminoso +🛌🌙️+10 min Reforma+🌈,2409917,Darío,,Cuauhtémoc,19.43898,-99.16142,Entire home/apt,560,1,23,2020-11-29,0.22,3,332
489774,Luxury Apt. Plaza Carso Polanco,2415111,Max,,Miguel Hidalgo,19.4435,-99.20307,Entire home/apt,2698,4,43,2019-10-24,0.65,2,361
491412,Luxury Room for rent in Santa Fe area México City,2428947,Esther,,Miguel Hidalgo,19.38875,-99.24067,Private room,6000,7,0,,,1,347
499553,"Deluxe 4-BR penthouse, views, historic center",1297488,Petra,,Cuauhtémoc,19.4345,-99.13877,Entire home/apt,3757,3,23,2019-12-08,0.22,3,357
517503,Nice big room near airport,2547499,Irma,,Venustiano Carranza,19.43852,-99.08118,Private room,318,1,142,2020-12-11,4.28,2,348
521867,Beautiful  bedroom in Mexico City near Sta Fe,2566613,Flor,,Álvaro Obregón,19.38751,-99.22409,Private room,502,2,0,,,1,87
527473,Roma Condesa Espectacular Home,158585,Fernando,,Cuauhtémoc,19.41848,-99.17195,Entire home/apt,1406,2,180,2020-12-10,2.30,1,0
544105,"Close to Carso/Antara, cozy place, great location!",2674950,Elizabeth,,Miguel Hidalgo,19.44236,-99.20128,Private room,844,2,24,2019-12-08,0.57,1,23
555663,Great Apartment w/Balcony & Excellent Location!,2732644,Paola,,Cuauhtémoc,19.42924,-99.15699,Entire home/apt,1480,2,29,2020-11-02,0.43,1,364
561743,amazing flat in the heart of CONDES,2761952,Fatima,,Miguel Hidalgo,19.40598,-99.1807,Entire home/apt,800,1,3,2020-07-20,0.04,1,364
567176,Un descanso en CDMX,2336127,Ana Karen,,Cuauhtémoc,19.45553,-99.15988,Private room,200,7,24,2020-01-18,0.36,1,363
571166,MODERN/HIP FURNISHED APARTMENT ( S1 Condesa Haus),196253,Condesa Haus Bed & Breakfast  CDMX,,Cuauhtémoc,19.41131,-99.1769,Hotel room,1570,1,1,2019-02-08,0.04,10,357
579534,"""Frida"" beautiful Private Room",1326107,Jacqueline,,Cuauhtémoc,19.41484,-99.15613,Private room,385,5,8,2017-03-02,0.09,4,365
583039,Centro Histórico Balcón Vista a la ciudad 12D,2872228,Bruce,,Cuauhtémoc,19.43374,-99.14616,Entire home/apt,1249,2,51,2020-12-11,0.52,6,264
607833,Apartment close to the Basílica.,1849414,Omar,,Gustavo A. Madero,19.48311,-99.11389,Private room,402,3,6,2016-06-01,0.07,1,0
608312,Trendy Condesa nice room for rent..,1969996,Gloria,,Cuauhtémoc,19.40716,-99.17694,Private room,824,2,28,2018-06-22,0.29,5,0
609012,Beautiful appartement on Reforma,2944126,Dacio,,Cuauhtémoc,19.43294,-99.15559,Entire home/apt,1507,4,24,2020-03-30,0.24,1,237
609594,House in Xochimilco,2223274,Luis,,Xochimilco,19.26501,-99.1134,Entire home/apt,603,21,12,2020-10-06,0.17,1,359
613181,90m2 / Mexico City's Hist. downtown,3040937,Jano,,Cuauhtémoc,19.43826,-99.1366,Entire home/apt,1362,3,170,2020-11-23,1.76,2,0
617137,Apt near Mexico City's downtown,3059169,Andoni,,Cuauhtémoc,19.44722,-99.16065,Shared room,2009,1,0,,,1,365
618711,habitacion a 15 min de hospital español,2269083,Alondra,,Miguel Hidalgo,19.44566,-99.18688,Shared room,225,2,61,2020-08-24,0.61,5,180
635324,Lovely studio in colonial San Angel,264422,Regina & Romain,,Álvaro Obregón,19.35323,-99.19343,Entire home/apt,804,2,150,2020-08-23,1.53,2,299
642797,"Big Penthouse, Unmatched View. Great Location.",3151538,Leon,,Miguel Hidalgo,19.4143,-99.18042,Entire home/apt,6008,2,89,2020-03-01,0.92,2,179
654040,Private room in nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44232,-99.18332,Private room,583,3,1,2016-08-03,0.02,2,357
654106,1 private room in a nice apartment,3289927,Yaotl,,Miguel Hidalgo,19.44216,-99.18382,Private room,583,5,1,2013-12-21,0.01,2,358
655422,"Comfortable and luminous house, 3 levels, 1-10 prs",3299226,Carlos,,Venustiano Carranza,19.41451,-99.11776,Entire home/apt,1142,2,67,2020-11-02,0.66,1,360
670265,Nice room near to Reforma Av,3373329,Mabel,,Cuauhtémoc,19.42797,-99.17079,Shared room,490,1,0,,,2,0
691019,Modern Complex in Historic District⭐️,3531879,Gonzalo & Sandra,,Cuauhtémoc,19.43048,-99.14461,Entire home/apt,1206,2,249,2020-12-08,2.48,3,356
696031,Simple y Práctico a 2 cuadras de Polanco,3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.44226,-99.18406,Entire home/apt,1045,15,144,2020-04-02,1.48,3,357
696037,"3 Bedrooms, 2 blocks from Polanco - ALL RENOVATED!",3531879,Gonzalo & Sandra,,Miguel Hidalgo,19.4418,-99.18402,Entire home/apt,1206,24,35,2019-02-09,0.35,3,326
712611,New Home sweet Home Roma/Condesa,3648353,Eduardo,,Cuauhtémoc,19.41031,-99.16434,Entire home/apt,904,3,170,2020-11-02,1.75,1,51
714392,Suite en Polanco con encanto :D,3477536,Claudia,,Miguel Hidalgo,19.43864,-99.18558,Entire home/apt,650,3,70,2019-09-30,0.71,1,1
717874,bachelor for rent,3701050,Jorge Mario,,Cuauhtémoc,19.4117,-99.17821,Private room,1406,1,0,,,1,0
728372,Casa Indigo in the Center DF groups until 29 Pers,3777702,Abraham,,Cuauhtémoc,19.44371,-99.14442,Entire home/apt,2612,1,101,2020-11-23,1.02,6,364
729898,HEART OF CONDESA  ART DECO BUILDING,1288063,Rodolfo & Francisco,,Cuauhtémoc,19.41362,-99.16603,Entire home/apt,1286,1,283,2020-12-06,2.90,2,326
736107,Best Location at La Roma-Condesa,3800330,Yas,,Cuauhtémoc,19.42397,-99.15571,Entire home/apt,1165,3,253,2019-09-11,3.00,1,299
737328,Business Suite BEIGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Hotel room,764,2,21,2020-10-17,0.22,10,358
741557,Business Suite ORANGE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43059,-99.17073,Entire home/apt,1105,5,6,2017-12-21,0.06,10,267
741564,A great place to be. ONE,3881522,Misantla,,Cuauhtémoc,19.40574,-99.15776,Private room,350,4,82,2018-03-18,0.85,3,238
741663,Beautiful full furnished apartmente,3882003,Vera,,Cuajimalpa de Morelos,19.36561,-99.27728,Entire home/apt,1206,360,0,,,1,0
757338,"5 rooms common areas, private residence",3991683,Leonora,,Coyoacán,19.34424,-99.16949,Hotel room,3195,3,32,2020-01-01,0.33,6,363
758602,In the best location in Mexico,3996052,Ivonne,,Benito Juárez,19.37498,-99.18241,Private room,700,1,0,,,1,362
760912,"Stylish bachelor pad in La Roma, DF",3817743,Max,,Cuauhtémoc,19.40975,-99.1621,Private room,804,1,5,2016-01-30,0.05,1,363
773150,LOVELY LITTLE HOUSE COYOACAN,4079778,Rosa Maria,,Coyoacán,19.34604,-99.15938,Entire home/apt,904,3,12,2018-11-19,0.13,5,267
783080,Nice quiet room in a lovely house!!,1767559,Anna,,La Magdalena Contreras,19.33166,-99.21412,Private room,603,1,1,2015-06-26,0.01,2,365
783480,"Area Sta.Fe,IberoABC Hospital Rooms",4129056,Janet,,Cuajimalpa de Morelos,19.35213,-99.28565,Private room,500,2,27,2019-11-30,0.33,2,363
783919,Park views - Santa Fe’s unique,4517909,Alessandra,,Cuajimalpa de Morelos,19.3602,-99.27062,Entire home/apt,1900,20,29,2018-08-03,0.30,1,364
796477,Classic but Modern Apartment in Condesa,4195771,Jair,,Cuauhtémoc,19.41633,-99.17505,Private room,603,2,140,2020-11-15,1.91,1,354
822005,AMAZING LOFT in the heart of CDMX,4316391,Alejandro,,Miguel Hidalgo,19.40243,-99.17828,Entire home/apt,1335,4,48,2020-03-25,0.54,1,365
824016,Suite 5 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,900,4,46,2019-11-07,0.51,5,326
826691,Suite 7 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,850,3,18,2019-05-11,0.21,5,325
828714,Apartment with Internet & 2 cable TV's,4344353,Miriam,,Coyoacán,19.34277,-99.15553,Entire home/apt,603,1,25,2018-05-21,0.49,1,342
832805,ROOMS CASA INDIGO WITH TERRACE AT CITY CENTER,3777702,Abraham,,Cuauhtémoc,19.44346,-99.14766,Private room,362,1,123,2020-04-07,1.26,6,365
844818,Well located on calm neighborhood,4410326,Fernando,,Benito Juárez,19.38265,-99.18203,Private room,460,2,8,2019-11-24,0.08,1,269
864999,"airy, lovely room in residence, La casa de todos",3991683,Leonora,,Coyoacán,19.34392,-99.16939,Private room,603,3,20,2020-10-05,0.23,6,0
865012,Business Suite RED near Reforma Av.,3850198,Hermann,,Cuauhtémoc,19.43078,-99.17011,Hotel room,804,2,30,2020-04-23,0.32,10,363
865017,"Lovely comfortable room facing garden, Coyoacán",3991683,Leonora,,Coyoacán,19.34434,-99.17107,Private room,603,3,5,2019-08-30,0.05,6,364
865034,"Delightful comfortable garden room, Dalia",3991683,Leonora,,Coyoacán,19.34417,-99.16981,Private room,643,3,3,2014-03-04,0.03,6,364
865045,"Delightful room facing garden oasis, Jacaranda",3991683,Leonora,,Coyoacán,19.34538,-99.17121,Hotel room,663,3,11,2019-08-31,0.11,6,364
865070,"Lovely comfortable room facing garden, Alcatraz",3991683,Leonora,,Coyoacán,19.34562,-99.17087,Hotel room,603,3,8,2020-03-16,0.09,6,364
868843,Business Suite PURPLE near Reforma,3850198,Hermann,,Cuauhtémoc,19.43068,-99.17007,Hotel room,844,2,35,2020-11-30,0.45,10,350
868986,Business Suite BLUE near Reforma Av,3850198,Hermann,,Cuauhtémoc,19.4306,-99.17074,Entire home/apt,703,2,16,2020-10-11,0.17,10,365
869063,Business Suite BLACK near Reforma,3850198,Hermann,,Cuauhtémoc,19.43052,-99.17003,Hotel room,964,2,18,2020-09-20,0.30,10,356
872238,The Best and most Beautiful  :),2039132,Justino,,Cuauhtémoc,19.41802,-99.16141,Entire home/apt,1708,2,40,2020-02-28,1.49,1,0
883511,Cozy House with Roofterrace group 29 pax Center DF,3777702,Abraham,,Cuauhtémoc,19.44199,-99.14654,Entire home/apt,2612,1,174,2020-12-20,1.81,6,350
898633,"1 bedroom apt BEST location, BALCONY, ROOFTOP 50Mb",4796027,Marco,,Cuauhtémoc,19.42063,-99.16586,Entire home/apt,1386,2,48,2020-09-30,0.51,3,359
911088,Se renta habitación en el centro,2875548,Martha,,Cuauhtémoc,19.4245,-99.13802,Private room,1275,1,0,,,1,0
927919,Comfy and quiet apt La Condesa,1608293,Mariel,,Cuauhtémoc,19.40916,-99.17517,Entire home/apt,2411,15,119,2019-03-05,1.29,2,179
931771,"Room in Mexico City, Coyoacan.",5019262,Bruni,,Coyoacán,19.32667,-99.14259,Private room,281,1,2,2019-07-03,0.11,1,365
939721,Radiant Apartment with Terrace in Roma Norte,4821807,Alex,,Cuauhtémoc,19.42121,-99.15498,Entire home/apt,1415,2,403,2020-12-07,4.29,5,323
958470,Studio with Bath in Etiopia,5215017,Javier,,Benito Juárez,19.39332,-99.16233,Shared room,25538,1,0,,,1,365
997247,NEW! HISTORIC BUILDING -BEST STREET,5479592,Lorenzo,,Cuauhtémoc,19.41612,-99.16015,Entire home/apt,1005,2,346,2020-12-09,3.74,1,361
1007174,Private en suite in City house,5540061,Julian,,Cuauhtémoc,19.43817,-99.15466,Private room,804,3,9,2017-10-01,0.10,1,238
1011428,PLAZA DEL ARCÁNGEL EN SAN ÁNGEL,5307709,Rosa María,,Álvaro Obregón,19.34377,-99.19288,Entire home/apt,6229,7,15,2019-12-02,0.16,1,207
1013504,"OASIS IN COYOACAN, SHARED HOUSE",1664327,Edoardo,,Coyoacán,19.34034,-99.18345,Private room,281,2,46,2020-02-22,0.53,2,365
1019309,Centrally located CBD Polanco / Pool / 50Mbps-HBO,3151394,Monica,,Miguel Hidalgo,19.44325,-99.20191,Entire home/apt,1325,5,67,2020-08-22,0.88,1,176
1051636,Chilango chic: room in cozy apartment Condesa DF,1809694,Deborah,,Cuauhtémoc,19.40738,-99.16861,Private room,784,2,23,2018-11-20,0.25,1,1
1066945,"Villa Alfonsina, Heart of Coyoacan",5870021,Minerva,,Coyoacán,19.35445,-99.16251,Private room,1000,2,143,2018-09-22,1.65,5,365
1087636,Apartment at south of Mexico city,5975456,Pamela,,Coyoacán,19.30461,-99.18307,Private room,450,1,26,2019-11-29,0.35,1,357
1107979,Bedroom for rent,6083480,Juan Carlos,,Iztapalapa,19.3217,-99.09015,Private room,318,1,1,2017-02-25,0.02,1,0
1125048,Apartment well located in Mexico DF,6171755,Hector,,Benito Juárez,19.37205,-99.16908,Private room,2009,2,0,,,1,0
1130658,"Comfort, convenience & security, all in one place",333131090,Octavio David,,Benito Juárez,19.36763,-99.17944,Entire home/apt,780,2,15,2020-12-19,0.17,1,363
1135302,"Location & security, double bedroom apartment",6203086,Jose,,Benito Juárez,19.36687,-99.17906,Private room,380,2,7,2018-08-11,0.12,2,363
1162686,Rento habitacion privada,6359246,José Héctor,,Miguel Hidalgo,19.42916,-99.20185,Private room,2411,1,0,,,1,0
1164876,Beautiful designer artists home..,212109,Trisha,,Coyoacán,19.3503,-99.15081,Entire home/apt,4923,10,6,2017-12-30,0.07,3,173
1167552,"Cuarto Amplio con Estudio, Roma DF.",6393641,José,,Cuauhtémoc,19.41491,-99.15684,Private room,462,3,103,2020-11-22,1.12,1,82
1170780,"Renew Room, near to Condesa",6409883,Pato,,Benito Juárez,19.39174,-99.18851,Private room,422,3,17,2019-04-28,0.21,2,348
1187817,Suite 1 - Suites Condesa Mexico,4326326,Rodrigo,,Cuauhtémoc,19.40915,-99.17321,Entire home/apt,900,180,50,2018-11-24,0.54,5,365
1208312,"Private Room & Terrace in La Condesa, Mexico City",6598890,Mng,,Cuauhtémoc,19.4042,-99.17312,Private room,700,2,1,2017-11-15,0.03,1,88
1211383,Room & bathroom in great house!,212109,Trisha,,Coyoacán,19.35529,-99.163,Private room,1005,5,20,2020-02-28,0.22,3,177
1226234,Cosy apartment in Polanco near park,6688806,Anne,,Miguel Hidalgo,19.42834,-99.19382,Entire home/apt,1909,3,21,2018-05-01,0.32,1,87
1233187,Small apartment in Coyoacan,4079778,Rosa Maria,,Coyoacán,19.34242,-99.15955,Private room,342,1,2,2018-02-27,0.03,5,0
1236668,Contemporary apt. in historic spot,5525131,Yolanda,,Cuauhtémoc,19.43312,-99.13379,Entire home/apt,1607,6,4,2020-03-21,0.04,1,365
1283294,Magenta Loft!  Reforma Front American Embassy,5755202,Andres,,Cuauhtémoc,19.42801,-99.16467,Entire home/apt,1708,1,117,2020-11-16,1.38,38,90
1286695,"Comfortable, beautiful and convenient pied à terre",6998716,Maria,,Miguel Hidalgo,19.43545,-99.18216,Entire home/apt,904,4,18,2020-07-13,0.34,1,363
1288566,Luxury Loft-Style Apartment in Vibrant Polanco Neighborhood,540705,Andrea,,Miguel Hidalgo,19.43202,-99.19624,Entire home/apt,2592,4,38,2020-12-16,0.65,2,334
1309198,¡ Hermosa habitación en la Ciudad de México !,7116734,Mafer,,Coyoacán,19.34368,-99.12719,Private room,280,1,1,2018-08-10,0.03,4,207
1324525,Comfortable stay at sunny flat,7189850,Monica,,Benito Juárez,19.38352,-99.16603,Private room,500,1,3,2015-12-24,0.04,1,363
1335688,Big Room private bathroom & balcony,7242746,Eduardo,,Álvaro Obregón,19.36151,-99.19838,Private room,600,1,45,2020-03-09,0.53,2,327
1336705,Huge panoramic apartment in Condesa,2148896,Felipe,,Cuauhtémoc,19.4181,-99.1744,Private room,382,20,9,2015-07-10,0.12,8,365
1337735,Beautiful flat in amazing location,6775211,Marie Christine,,Miguel Hidalgo,19.43009,-99.19555,Entire home/apt,1909,6,44,2019-04-26,0.58,1,82
1344188,WTC Panoramic Penthouse room w/own bath,7271395,Miguel Angel,,Benito Juárez,19.3936,-99.17551,Private room,490,3,213,2020-03-18,2.49,1,69
1363110,"Hermosa recámara, cerca La Condesa",6409883,Pato,,Álvaro Obregón,19.3928,-99.18933,Private room,422,3,26,2018-11-12,0.29,2,347
1378164,Prívate apartment next to public transport,2492211,Daniel,,Benito Juárez,19.39829,-99.13817,Entire home/apt,350,6,33,2020-11-27,1.17,1,173
1380783,Chic Room in Luxury Polanco,7477163,Rodrigo,,Miguel Hidalgo,19.42743,-99.19307,Private room,1708,2,116,2019-05-29,1.36,1,365
1391370,mini room good price 4 longer stay,2269083,Alondra,,Miguel Hidalgo,19.44357,-99.18776,Private room,201,2,4,2017-07-02,0.05,5,329
1397329,Apartment Malintzin 2,7007289,David,,Benito Juárez,19.36523,-99.1392,Entire home/apt,650,3,0,,,2,365
1403168,Habitación disponible,7569372,Paola,,Miguel Hidalgo,19.40427,-99.17928,Private room,700,2,1,2020-02-26,0.10,1,365
1403218,HOUSE INDIGO IN THE CEN. OF MEX CITY,3777702,Abraham,,Cuauhtémoc,19.44339,-99.14736,Private room,362,1,161,2020-10-25,1.85,6,365
1404363,SPOTLESS beautiful sunny loft in Del Valle,5341352,Maria Giselle,,Benito Juárez,19.37832,-99.17316,Entire home/apt,1017,3,104,2020-03-25,1.16,2,263
1411454,Modern Suite in Roma Mansion,7609684,Juan Carlos,,Cuauhtémoc,19.41702,-99.16712,Entire home/apt,1236,3,255,2020-12-06,2.85,3,0
1412623,HABITACIÓN en la mejor ubicación de REFORMA,7615420,Benjamin,,Cuauhtémoc,19.43047,-99.16267,Private room,250,1,84,2020-12-02,2.59,2,13
1428423,SUPER HABITACIÓN,7681297,Gerardo,,Benito Juárez,19.38221,-99.17121,Private room,1080,1,0,,,1,0
1429120,Great location & security single bedroom Apartment,6203086,Jose,,Benito Juárez,19.36891,-99.1801,Private room,295,2,22,2019-08-03,0.25,2,363
1441365,Fancy Furnished Apartment & Great Location,7738527,Viridiana,,Cuauhtémoc,19.42057,-99.17409,Entire home/apt,904,4,77,2020-03-17,0.91,2,331
1441434,For foreign business guest+spa+jacuzzi,7740056,Mireya Cristina,,Cuauhtémoc,19.42797,-99.16129,Entire home/apt,1300,4,205,2020-02-15,2.28,4,161
1455119,Quiet and beautiful room Xochimilco,3941419,Luis Mario,,Xochimilco,19.27399,-99.12127,Private room,857,1,0,,,1,365
1462549,Charming loft near Reforma Ave.,7838265,Ernesto,,Miguel Hidalgo,19.42833,-99.17634,Entire home/apt,990,7,61,2020-11-24,0.69,7,4
1476127,Habitación  Frida - design penthouse CDMX,7900007,Leti Y Richard,,Benito Juárez,19.38021,-99.16878,Private room,800,1,162,2020-12-18,1.82,3,365
